----POSITIONS----
0.169514 13.749290 0.552180
0.214883 13.879080 0.523341
0.182237 13.911528 0.564998
0.092579 13.814185 0.629085
0.169514 13.749290 0.552180
0.182237 13.911528 0.564998
0.101401 13.943975 0.621760
0.009703 13.968309 0.657466
0.009703 13.968309 0.657466
0.009703 13.838520 0.664332
0.092579 13.814185 0.629085
0.009703 13.749290 0.657008
0.081717 13.724955 0.621303
0.009703 13.651947 0.621760
0.070975 13.651947 0.600703
0.048921 13.554605 0.554927
0.091919 13.570827 0.548518
0.101821 13.611387 0.555385
0.134227 13.676283 0.553554
0.107222 13.619499 0.550807
0.169514 13.749290 0.552180
0.134227 13.676283 0.553554
0.009703 13.562716 0.562251
0.566912 13.497822 -0.018937
0.547708 13.514046 -0.012929
0.512181 13.449150 -0.044057
0.649488 13.603275 -0.260808
0.629324 13.505934 -0.249021
0.667731 13.538381 -0.361287
0.614921 13.505934 -0.253942
0.554429 13.465374 -0.163362
0.541947 13.465374 -0.171716
0.469452 13.400479 -0.062339
0.479775 13.400479 -0.056645
0.469693 13.400479 -0.041711
0.446408 13.416703 0.076678
0.588036 13.562716 0.040172
0.600998 13.554605 0.039485
0.588036 13.562716 0.040172
0.656689 13.587051 -0.071551
0.600998 13.554605 0.039485
0.600998 13.554605 0.039485
0.656689 13.587051 -0.071551
0.657169 13.684395 0.021747
0.657169 13.684395 0.021747
0.656689 13.587051 -0.071551
0.630284 13.587051 -0.072381
0.630284 13.587051 -0.072381
0.640846 13.692507 0.009101
0.657169 13.684395 0.021747
0.630284 13.587051 -0.072381
0.695577 13.716843 -0.104893
0.324463 13.384255 0.002692
0.566432 13.643835 0.126460
0.600998 13.554605 0.039485
0.585635 13.643835 0.128749
0.566432 13.643835 0.126460
0.515542 13.716843 0.206798
0.537626 13.724955 0.207713
0.617802 13.757401 0.093272
0.617802 13.757401 0.093272
0.604839 13.757401 0.072215
0.647087 13.781737 0.011161
0.703739 13.830408 -0.136525
0.617802 13.919639 -0.011041
0.535226 13.830408 0.157588
0.535226 13.830408 0.157588
